oracle_calls,scaffold,smiles,reward,penalized_reward,tpsa_raw_values,tpsa_reward,mw_raw_values,mw_reward,num_rings_raw_values,num_rings_reward
14,c1ccc2c(c1)OCc1[nH]ncc1-2,C(CCNCc1c2c(n(C)n1)COc1c-2cccc1)OCCOC,0.49995357,0.49995356798171997,57.540000000000006,0.12496517,331.41600000000017,1.0,3,1.0
14,c1ccc(-c2nccn2-c2ccccn2)nc1,FC(F)(F)[C@@H](COc1cnc(-n2c(OCCOC)c(Br)nc2-c2nc(C)ccc2)cc1)O,0.0,0.0,91.52000000000001,0.1795418,517.3020000000001,0.0,3,1.0
14,C1CCC2(C1)CCCO2,[C@@H]1(C)C2(OCCC2)CC[C@H]1O,0.4501465,0.45014649629592896,29.46,0.09121402,156.22500000000002,1.0,2,1.0
14,c1ccc(-c2ccc(N3CCNCC3Cn3cncn3)nc2)cc1,C1N(c2ncc(-c3cc(OCCOC)ccc3Cl)cc2)C(Cn2ncnc2)CN(C(OC(C)(C)C)=O)C1,0.0,0.0,94.84,0.18576641,529.0410000000002,0.0,4,1.0
29,O=C(c1ccccc1)N1Cc2cnn(-c3ccccc3)c2-c2sccc21,Cc1c2c(sc1)-c1n(-c3ccccc3)nc(C(NCCNCCO)=O)c1[C@@H](C)N2C(=O)c1ccc(Cl)c(Cl)c1,0.0,0.0,99.49000000000001,0.19476268,584.5290000000003,0.0,5,1.0
29,O=C1NCC[C@H]1C(=O)Nc1ccccc1,O=C1NC[C@H](C)[C@H]1C(Nc1ccc(Cl)cc1)=O,0.5011632,0.5011631846427917,58.2,0.12587442,252.701,1.0,2,1.0
29,c1ccccc1,N#CCCN(CCCl)Cc1ccccc1Cl,0.0,0.0,27.03,0.088715486,257.164,1.0,1,0.0
29,c1cc(-n2cnnn2)ccc1-c1ccc2c(c1)OCO2,O(C)c1cc(-n2nnnc2)ccc1-c1ccc2c(c1)OC(C)(C)O2,0.5254835,0.5254834890365601,71.29,0.14510329,324.34000000000015,1.0,4,1.0
29,c1ccccc1,CC(Oc1cc(C(N)=O)ccc1)C,0.0,0.0,52.32,0.117970645,179.219,1.0,1,0.0
29,c1nc(N2CCCCC2)c2[nH]nc(-c3ccc4occc4c3)c2n1,CC(C)c1nc2c(-c3ccc4c(c(C)co4)c3)nn(C)c2c(N2CCC(C)CC2)n1,0.0,0.0,59.980000000000004,0.12835489,403.53000000000026,0.0,5,1.0
29,c1ncc2c(n1)OCC2,C1Oc2ncnc(N)c2C1,0.50636864,0.5063686370849609,61.03,0.12983756,137.142,1.0,2,1.0
29,O=S(=O)(NCC1CCCO1)C1CC1,C1CC(CNS(C2CC2)(=O)=O)OC1,0.49604297,0.49604296684265137,55.400000000000006,0.12205565,205.27899999999994,1.0,2,1.0
29,C1CCNCC1,N1(CCOCCOCCOCCOC)CCCCC1COC,0.0,0.0,49.39,0.11419503,319.44200000000006,1.0,1,0.0
29,c1ccc2c(c1)CCCO2,O=C(c1cc(F)cc2c1OCCC2C)NCCCOCCOC,0.498581,0.4985809922218323,56.790000000000006,0.12393877,325.3800000000001,1.0,2,1.0
29,O=C(Nc1cccc2ccccc12)C1COc2ccccc2O1,C(C1Oc2ccccc2OC1)(Nc1cccc2c1cccc2)=O,0.4818715,0.48187148571014404,47.56,0.11189063,305.33299999999997,1.0,4,1.0
29,C1CCNC1,C1CN(CC=C(C)C)C(CCO)C1C/C=C/C(C)OCCOC,0.0,0.0,41.93000000000001,0.10505453,325.4930000000001,1.0,1,0.0
29,O=C(c1ccccc1)N1CCCC(N2CCN(Cc3ccccc3)CC2)C1,C1N(C(c2ccccc2)=O)CC(N2CCN(Cc3ccc(C)cc3)CC2)CC1,1.1504015e-05,1.1504014764796011e-05,26.790000000000006,0.0884721,377.53200000000015,1.7208457e-14,4,1.0
29,c1cn[nH]c1,COCCCNCc1n(C)ncc1,0.0,0.0,39.08,0.101736434,183.25500000000002,1.0,1,0.0
29,c1ccc(CNc2nc(NCc3ccccc3)nc(Nc3ccccc3)n2)cc1,c1(Nc2ccc(OC)cc2)nc(NCc2ccc(NC(C)=O)cc2)nc(NCc2ccccc2)n1,0.0,0.0,113.09,0.22295204,469.5490000000002,0.0,4,1.0
44,c1nc(CNCc2ccc(-c3ccc4[nH]nnc4c3)cc2)c[nH]1,n1c2cc(-c3ccc(CNCc4c[nH]cn4)cc3)ccc2n(CCNCCO)n1,0.0,0.0,103.68,0.20314856,391.4790000000002,0.0,4,1.0
44,O=C1NCCC12CCC2,CC1(C)C2(C(=O)NC1)CCC2,0.44953024,0.4495302438735962,29.1,0.090839915,153.22499999999997,1.0,2,1.0
44,O=C(Cc1ccccc1)Nc1ccc2c(c1)NC(=O)CO2,C(c1ccc(OC)cc1)C(=O)Nc1cc2c(cc1)OCC(=O)N2,0.5356295,0.5356295108795166,76.66,0.15367155,312.32500000000005,1.0,3,1.0
44,O=C1NCCc2c1[nH]c1ccccc21,c12ccccc1c1c([nH]2)C(=O)NCC1,0.47710267,0.477102667093277,44.89,0.108601436,186.21399999999997,1.0,3,1.0
44,O=S(=O)(NCC1CC1)c1ccccc1,C1([C@H](NS(c2ccc(F)cc2)(=O)=O)CO)CC1,0.5163271,0.5163270831108093,66.4,0.13764952,259.30199999999996,1.0,2,1.0
44,O=C1COc2cc(Oc3ccccn3)ccc2N1,c1(Oc2cc3c(cc2)NC(=O)CO3)ncc(C(F)(F)F)cc1,0.5052993,0.5052993297576904,60.45,0.12901677,310.23099999999994,1.0,3,1.0
44,c1ccc(C(c2ccccc2)N2CCN(Cc3cnc4ccccn34)CC2)cc1,n12c(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)c(COC)nc1c(C)ccc2,0.0,0.0,33.010000000000005,0.09497795,440.59100000000035,0.0,5,1.0
44,C1CCC2(C1)CCCO2,C1(C)C2(OCCC2)CCC1,0.41645253,0.4164525270462036,9.23,0.07222649,140.226,1.0,2,1.0
44,O=C1CCC2(CCCNC2)N1,C1N(CC=C(C)C)CCCC12CCC(=O)N2,0.45509773,0.4550977349281311,32.34,0.094257094,222.33199999999997,1.0,2,1.0
44,c1ccc2c(c1)CCC2,c12c(cc(OC)cc1)CCC2NC,0.43625742,0.43625742197036743,21.259999999999998,0.08302874,177.24699999999999,1.0,2,1.0
44,c1ccc(CN2CCNc3ccccc3O2)cc1,COc1c(CN2CC(CCO)Nc3c(cccc3)O2)cccc1,0.4934216,0.49342161417007446,53.96000000000001,0.12013083,314.38500000000005,1.0,3,1.0
44,c1ccc(OC2CN(c3ccc4ccccc4n3)C2)cc1,COc1c(OC2CN(c3ccc4ccccc4n3)C2)cccc1,0.4589919,0.4589918851852417,34.59,0.09669746,306.365,1.0,4,1.0
44,c1ccc2c(c1)oc1cnncc12,N(CCCNCc1c2c(c(C)nn1)Oc1c-2cccc1)C,0.50997275,0.5099727511405945,62.980000000000004,0.13262974,284.363,1.0,3,1.0
44,O=C(Nc1ccccc1)C1COc2ccccc2C1=O,O=C1c2c(cccc2)OCC1C(=O)Nc1c(OC)cccc1,0.5130332,0.5130332112312317,64.63000000000001,0.13503192,297.30999999999995,1.0,3,1.0
44,c1cc2n(n1)CCC2,n1n2c(cc1)[C@@H](O)[C@@H](O)C2,0.50130993,0.5013099312782288,58.28,0.12598501,140.14199999999997,1.0,2,1.0
60,C1CCNCC1,COCCNS(CC1CN(C)CCC1)(=O)=O,0.0,0.0,58.64,0.12648372,250.36399999999995,1.0,1,0.0
60,c1nc(NC2CC2)c2ncn(C3CCC3)c2n1,[C@H]1(O)[C@H](O)[C@](CO)(O)[C@@H]1n1cnc2c1ncnc2NC1CC1,0.65273136,0.6527313590049744,136.54999999999998,0.27810153,307.31000000000006,1.0,4,1.0
60,C1CCC(N2CCNCC2)CC1,C1CCCC(N2CCN(CC=C(C)C)C(CCO)C2)C1,0.445454,0.4454540014266968,26.71,0.0883911,280.4560000000001,1.0,2,1.0
60,c1ccc2c(c1)CCCO2,c1c(F)cc2c(c1C(NCCCC[C@@H](C)O)=O)OCCC2C,0.50182366,0.5018236637115479,58.56,0.12637275,309.38100000000003,1.0,2,1.0
60,O=C1COc2ccccc2N1,C(C)CCNC(c1cc2c(cc1)NC(=O)CO2)=O,0.5182489,0.5182489156723022,67.43,0.13919231,248.28199999999995,1.0,2,1.0
60,O=C(NCc1ccccc1)C1COc2ccccc2C1=O,c1ccc2c(c1)OCC(C(=O)NCc1c(Cl)cccc1)C2=O,0.49604297,0.49604296684265137,55.4,0.12205565,315.75600000000003,1.0,3,1.0
60,c1ccccc1,C(COc1ccc(OC)cc1)COCCONC(C)=O,0.0,0.0,66.02000000000001,0.13708398,283.32399999999996,1.0,1,0.0
60,O=C1COc2ccc(C(=O)Nc3ccccc3)cc2N1,C(c1cccc(NC(c2ccc3c(c2)NC(=O)CO3)=O)c1)(F)(F)F,0.5182489,0.5182489156723022,67.43,0.13919231,336.269,0.9999999,3,1.0
60,c1cc2c(cc1CNCc1cnc3n1CCC3)CCNC2,N(Cc1cnc2n1CCC2)Cc1cc2c(cc1)CNCC2,0.47176266,0.47176265716552734,41.88,0.1049955,282.3910000000001,1.0,4,1.0
60,O=C1COc2ccc(C(=O)Nc3ccccc3)cc2N1,c1cc(OC)cc(NC(=O)c2ccc3c(c2)NC(=O)CO3)c1,0.5356295,0.5356295108795166,76.66000000000001,0.15367155,298.29800000000006,1.0,3,1.0
60,c1ccc2c(c1)OCc1ccncc1-2,Nc1cc2c(cn1)-c1ccccc1OC2,0.48291135,0.4829113483428955,48.14,0.112616554,198.225,1.0,3,1.0
60,O=C1CCC2(CCNCC2)N1,C1CN(S(=O)(C)=O)CCC12CCC(=O)N2,0.5164762,0.5164762139320374,66.48,0.13776883,232.30499999999992,1.0,2,1.0
60,C1CC1,C(CNS(=O)(=O)C1CC1)OC,0.0,0.0,55.400000000000006,0.12205565,179.24099999999996,1.0,1,0.0
60,C1CCC2(C1)CCOC2,C1(C)OCCC12CCCC2,0.41645253,0.4164525270462036,9.23,0.07222649,140.226,1.0,2,1.0
60,C1CCC2C(C1)CCC1CCCC12,C12C(CCC3(C)[C@@H](O)CCC13)CC(O)CC2,0.4692569,0.4692569077014923,40.46,0.10333133,224.34399999999994,1.0,3,1.0
60,c1ccc(-c2ccccc2COc2cccc3ccccc23)cc1,c1(-c2ccccc2)c(COc2cccc3ccccc23)cccc1,0.41645253,0.4164525270462036,9.23,0.07222649,310.3960000000001,1.0,4,1.0
72,C1COC2(C1)CCCC1(CCO1)CC2,C1CC2(O1)CCC1(CCCO1)CCC2,0.4315865,0.43158650398254395,18.46,0.08039028,196.28999999999996,1.0,3,1.0
72,c1ccc(C2CCCO2)cc1,C1OC(c2ccc(OC)cc2)(CO)CC1,0.46614575,0.46614575386047363,38.69,0.101289675,208.25699999999995,1.0,2,1.0
72,O=C1NC(=O)c2ccccc21,O=C1c2ccccc2C(=O)N1,0.47938514,0.4793851375579834,46.17,0.11016755,147.13299999999998,1.0,2,1.0
72,O=S(=O)(NC1CCC1)C1CC1,C1C(NS(C2CC2)(=O)=O)CC1,0.47938514,0.4793851375579834,46.17,0.11016755,175.25299999999996,1.0,2,1.0
72,O=C1C=CC2(CCCO2)C1,C1CC2(CC(=O)C=C2)OC1,0.44475734,0.444757342338562,26.3,0.08797705,138.16599999999997,1.0,2,1.0
72,C1CCC2(C1)CCOC2,C1C2(CCCC2)CCO1,0.41645253,0.4164525270462036,9.23,0.07222649,126.199,1.0,2,1.0
72,O=C1CC2(CCC2)C(=O)N1,O=C1NC(=O)C2([C@H]1C)CCC2,0.47938514,0.4793851375579834,46.17,0.11016755,153.18099999999995,1.0,2,1.0
72,O=C(NCc1ccccc1)c1cc2c(N3CCNCC3)ncnn2c1,N1C(C)(C)CN(c2c3c(C)c(C(NCc4c(OC)cccc4)=O)cn3ncn2)CC1,0.0,0.0,83.79,0.16568255,408.50600000000014,0.0,4,1.0
72,c1cnc2c(NC3CC3)ncnc2c1,n1cnc2c(O)c(C#N)cnc2c1NC1CC1,0.5703543,0.5703542828559875,94.72000000000001,0.18553856,227.22699999999998,1.0,3,1.0
72,c1ccc(CN2CCNCC2)cc1,c1c(CN2CCN(CC=C(C)C)C(CCO)C2)ccc(OC)c1,0.46133924,0.46133923530578613,35.94,0.098188624,318.461,1.0,2,1.0
72,O=C1NCc2c(N3CCNCC3)nc3ccccc3c21,c1ccc2c(nc(N3CCN(C)CC3)c3c2C(=O)NC3)c1,0.4835036,0.4835036098957062,48.470000000000006,0.11303141,282.347,1.0,4,1.0
72,O=C(Nc1ccccc1)C1CC2c3ccccc3C(c3cccn32)C1C(=O)NCC1CCCO1,c1ccn2c1C1C(C(=O)NCC3OCCC3)C(C(Nc3ccccc3OC)=O)CC2c2ccccc21,0.0,0.0,81.59,0.16189827,485.5840000000002,0.0,7,0.0
86,O=C1NCOc2ccccc21,C1Oc2c(cccc2)C(=O)N1,0.46551466,0.4655146598815918,38.33,0.100878835,149.14899999999997,1.0,2,1.0
86,c1cc2ncnc(NC3CC3)c2nn1,n1cnc2c(O)c(C#N)nnc2c1NC1CC1,0.59557474,0.5955747365951538,107.61000000000001,0.21125591,228.21499999999997,1.0,3,1.0
86,C1CCC2(C1)CCCO2,CC1(C)C(O)C2(CCCO2)CC1,0.4501465,0.45014649629592896,29.46,0.09121402,170.25199999999998,1.0,2,1.0
86,O=C1OCc2ncnc(NC3CC3)c21,C1(=O)c2c(ncnc2NC2CC2)CO1,0.5120677,0.5120676755905151,64.11,0.13427094,191.18999999999997,1.0,3,1.0
86,O=C1c2ccccc2C(=O)c2c1[nH]c1ccccc21,c1cccc2c1c1c(n2CCCNC)C(=O)c2c(cccc2)C1=O,0.48823968,0.48823967576026917,51.1,0.11638558,318.37600000000003,1.0,4,1.0
86,O=C1c2cccnc2C2CCCN12,c1ccnc2c1C(=O)N1CCCC21,0.4565835,0.45658349990844727,33.2,0.09518327,174.20299999999995,1.0,3,1.0
86,c1cc2c(cn1)CCO2,n1c(N)c2c(cc1)OCC2,0.48291135,0.4829113483428955,48.14,0.112616554,136.15399999999997,1.0,2,1.0
86,O=C1NCC2(CCCC2)O1,C1CC2(OC(=O)NC2)CC1,0.46551466,0.4655146598815918,38.33,0.100878835,141.17,1.0,2,1.0
86,O=C(Nc1ccccc1)C1COc2ccccc2C1=O,N(c1cccc(OC)c1)C(C1COc2c(cccc2)C1=O)=O,0.5130332,0.5130332112312317,64.63,0.13503192,297.31000000000006,1.0,3,1.0
86,O=C1c2ccccc2CC12CCCC2,C1C2(C(=O)c3c1cccc3)CCCC2,0.42928144,0.42928144335746765,17.07,0.07910909,186.25399999999993,1.0,3,1.0
86,O=C1NC(=O)C2(CCC2)O1,O=C1NC(=O)C2(O1)CCC2,0.49604297,0.49604296684265137,55.400000000000006,0.12205565,141.12599999999998,1.0,2,1.0
86,c1ccc2cnccc2c1,CCSc1cc(C)c2c(c(N)ncc2)c1,0.4665317,0.4665316939353943,38.91,0.10154148,218.325,1.0,2,1.0
86,O=C(CNC(=O)c1ccccc1)Nc1ccccc1,Cc1ccc(NC(CNC(c2ccc(F)cc2)=O)=O)cc1,0.5011632,0.5011631846427917,58.199999999999996,0.12587442,286.30600000000004,1.0,2,1.0
86,c1ccc(CCCC2CCC3CCCCC32)cc1,C12(C)C(CCC1CCCc1ccc(O)cc1)CCCC2,0.4345349,0.4345349073410034,20.23,0.08204913,272.4320000000001,1.0,3,1.0
100,c1ccc2c(c1)CC1CCC2C1,C1C2CC(CC2)c2cc(Cl)ccc21,0.40172857,0.4017285704612732,0.0,0.0648333,192.689,1.0,3,1.0
100,c1ccc(C(c2ccccc2)N2CCCCC2)cc1,c1cc(C(c2ccc(O)cc2)N2CCCCC2)ccc1OC,0.4557193,0.4557192921638489,32.7,0.09464381,297.39799999999997,1.0,3,1.0
100,c1ccc2c(NC3CC3)nc(N3CCNCC3)nc2c1,c12ccccc1c(NC1CC1)nc(N1CCN(C)CC1)n2,0.47603515,0.47603514790534973,44.290000000000006,0.10787407,283.37899999999996,1.0,4,1.0
100,O=S(=O)(NC1CCCC1)C1CC1,C1CCC(NS(C2CC2)(=O)=O)C1,0.47938514,0.4793851375579834,46.17,0.11016755,189.27999999999994,1.0,2,1.0
100,O=C1NCCc2ccccc21,c1cc2c(cc1OC)CCNC2=O,0.46551466,0.4655146598815918,38.33,0.100878835,177.20299999999997,1.0,2,1.0
100,O=C1COc2ccc(C(=O)Nc3ccccc3)cc2N1,COC(c1ccc(NC(=O)c2cc3c(cc2)OCC(=O)N3)c(C)c1)=O,0.5684272,0.5684272050857544,93.72999999999999,0.18366694,340.33500000000004,0.9999853,3,1.0
100,C1COC2(C1)CCCC1(CCC2)CC1,C12(CC1)CCCC1(CCCO1)CCC2,0.41645253,0.4164525270462036,9.23,0.07222649,194.31799999999996,1.0,3,1.0
100,c1nc(NC2CC2)c2ncn(C3CCC3)c2n1,c12ncn([C@@H]3[C@](O)(CO)[C@@H](O)[C@@H]3O)c1ncnc2NC1CC1,0.65273136,0.6527313590049744,136.55,0.27810153,307.31000000000006,1.0,4,1.0
100,O=S(=O)(NC1COC12CCC2)C1CC1,C1OC2(CCC2)C1NS(=O)(=O)C1CC1,0.49604297,0.49604296684265137,55.4,0.12205565,217.28999999999996,1.0,3,1.0
100,C1CCC2(C1)CCCC2,C1CC2(CCCC2)[C@H](O)C1,0.4345349,0.4345349073410034,20.23,0.08204913,140.22599999999997,1.0,2,1.0
100,O=S(=O)(NCC1CC1)C1CC1,C(C1CC1)NS(=O)(=O)C1CC1,0.47938514,0.4793851375579834,46.17,0.11016755,175.25299999999996,1.0,2,1.0
100,C1CCC2CCCC2C1,C1CCC2CC(O)CCC12CCC,0.4345349,0.4345349073410034,20.23,0.08204913,182.30699999999996,1.0,2,1.0
100,O=C1COc2ccccc2N1,C(=C/C=C(C)C)\C(=O)Nc1ccc2c(c1)NC(=O)CO2,0.5182489,0.5182489156723022,67.43,0.13919231,272.30400000000003,1.0,2,1.0
100,C1CCC2(C1)CCCC2,C12(CCCC1)C(O)CCC2,0.4345349,0.4345349073410034,20.23,0.08204913,140.22599999999997,1.0,2,1.0
113,O=C(Nc1ccccc1)C1COc2ccccc2O1,C(C1COc2c(cccc2)O1)(Nc1cc(OC)ccc1)=O,0.498581,0.4985809922218323,56.79,0.12393877,285.299,1.0,3,1.0
113,O=C1NCCNO1,O1N(CC=C(C)C)C(CCO)CNC1=O,0.0,0.0,61.800000000000004,0.13093409,214.265,1.0,1,0.0
113,c1cc2c(cn1)OCC2,n1c(N)c2c(c(O)c1C#N)CCO2,0.5653827,0.565382719039917,92.16000000000001,0.18072891,177.16299999999993,1.0,2,1.0
113,C1CCOC1,CC1OC(C)CC1O,0.0,0.0,29.46,0.09121402,116.15999999999998,1.0,1,0.0
113,O=C1CCCCC1=C/C=C/C1CCCC1,C1CCC(/C(=C/C=C2C[C@@H](O)CCC2=O)C)C1,0.4637121,0.46371209621429443,37.3,0.099711515,234.33899999999994,1.0,2,1.0
113,O=C1CSc2cc(C(=O)Nc3ccccc3)ccc2N1,N1C(=O)CSc2c1ccc(C(Nc1ccc(C)cc1)=O)c2,0.5011632,0.5011631846427917,58.2,0.12587442,298.367,1.0,3,1.0
113,O=c1cccc2c(c1)CCO2,c12c(ccc(OC)c(=O)c1)OCC2,0.46062547,0.46062546968460083,35.53,0.097733594,178.18699999999998,1.0,2,1.0
113,O=S(=O)(Nc1ccc2c(c1)N(c1ccccc1)CCO2)C1CC1,S(=O)(=O)(C1CC1)Nc1ccc2c(c1)N(c1ccccc1)CCO2,0.5019705,0.5019705295562744,58.64,0.12648372,330.4090000000001,1.0,4,1.0
113,c1nc(NC2CC2)c2c(n1)OCC2,c12c(ncnc1NC1CC1)OCC2,0.4809404,0.48094040155410767,47.040000000000006,0.111243285,177.20699999999994,1.0,3,1.0
113,C1CCC2(CC1)CCCC2,C1CCC(O)CC12CCCC2,0.4345349,0.4345349073410034,20.23,0.08204913,154.253,1.0,2,1.0
113,c1ccc2c(c1)CCNC2,C1NCc2c(c(S(=O)(C)=O)ccc2)C1,0.47938514,0.4793851375579834,46.17,0.11016755,211.28599999999997,1.0,2,1.0
113,O=C1NCCc2ccccc21,c12c(cccc1)C(=O)NCC2,0.44953024,0.4495302438735962,29.1,0.090839915,147.177,1.0,2,1.0
113,c1ccc(C2=NCCO2)cc1,N1=C(c2ccc(OC)cc2)OCC1,0.4524799,0.45247989892959595,30.82,0.092639856,177.20299999999995,1.0,2,1.0
127,O=S(=O)(NC1CCN(c2ccccc2)C1)C1CC1,C1CC(NS(=O)(C2CC2)=O)CN1c1ccccc1,0.4851931,0.4851931035518646,49.410000000000004,0.11422044,266.366,1.0,3,1.0
127,c1cn(C2CCC2)nn1,c1n([C@H]2[C@](O)(CO)[C@@H](O)[C@@H]2O)nnc1,0.60349023,0.6034902334213257,111.63000000000001,0.21979141,201.18200000000002,1.0,2,1.0
127,O=C1CCC2(CCNCC2)N1,C1N(CC=C(C)C)CCC2(NC(=O)CC2)C1,0.45509773,0.4550977349281311,32.34,0.094257094,222.33199999999997,1.0,2,1.0
127,O=C(Cc1ccccc1)NCC(c1ccccc1)N1CCNCC1,N1(C(c2ccc(C)cc2)CNC(=O)Cc2cc(OC)ccc2)CCN(CC=C(C)C)C(CCO)C1,0.0,0.0,65.04,0.1356345,479.6650000000003,0.0,3,1.0
127,O=C1CCC(=O)c2nc3ccccc3cc21,O[C@@H]1CC(=O)c2c(c(CCCCC)c3ccccc3n2)C1=O,0.51793146,0.5179314613342285,67.25999999999999,0.13893668,297.354,1.0,3,1.0
127,O=C(Nc1ccccc1)C1COc2ccccc2O1,c1(NC(C2COc3c(cccc3)O2)=O)ccc(Br)cc1,0.4818715,0.48187148571014404,47.56,0.11189063,334.169,1.0,3,1.0
127,O=C(CCC1CCCO1)Nc1ccccc1,C1CC(CCC(Nc2ccc(C)cc2)=O)OC1,0.46551466,0.4655146598815918,38.33,0.100878835,233.31099999999998,1.0,2,1.0
127,C1CCC2CCCC2C1,C1CC2(C(OCCCC)=O)CCCC2CC1,0.44475734,0.444757342338562,26.3,0.08797705,224.34399999999994,1.0,2,1.0
127,O=C1COc2cc(C(=O)Nc3ccccc3)ccc2N1,C(c1ccc2c(c1)OCC(=O)N2)(Nc1ccc(C)cc1)=O,0.5182489,0.5182489156723022,67.43,0.13919231,282.29900000000004,1.0,3,1.0
127,O=C1NCOc2ccccc21,C([C@@H](O)C)N1C(=O)c2ccccc2OC1,0.4858411,0.4858410954475403,49.769999999999996,0.114678696,207.22899999999998,1.0,2,1.0
127,c1ccc2c(c1)CC1(CCCO1)CO2,C1C2(OCCC2)COc2cc(NC(=O)[C@H](O)CO)ccc21,0.5573744,0.5573744177818298,88.02000000000001,0.1731574,293.319,1.0,3,1.0
127,c1cnc2c(NCC3CC3)ccc(NC3CC3)c2c1,n1cccc2c1c(N[C@@H](C1CC1)CO)ccc2NC1CC1,0.49929446,0.4992944598197937,57.18000000000001,0.12447159,283.37500000000006,1.0,4,1.0
127,C(CC1CC1)CC1CCC2CC2CCC12CCCO2,C12(CCC3C(CCC1CCCC1CC1)C3)OCCC2,0.41645253,0.4164525270462036,9.23,0.07222649,262.43699999999995,1.0,4,1.0
127,C1CCC2C3CC(C3)C2C1,C1C2CC1C1CCC(O)CC21C,0.4345349,0.4345349073410034,20.23,0.08204913,166.26399999999995,1.0,4,1.0
140,O=C1CCOc2ccccc21,CN(C)CCNC(C1C(=O)c2ccccc2OC1)=O,0.5019705,0.5019705295562744,58.64000000000001,0.12648372,262.30899999999997,1.0,2,1.0
140,O=C1COc2ccccc2N1,C(CCCCC)(=O)Nc1cc2c(cc1)OCC(=O)N2,0.5182489,0.5182489156723022,67.42999999999999,0.13919231,262.30899999999997,1.0,2,1.0
140,C1CC2(CCO2)CO1,C1CC2(O1)COCC2,0.4315865,0.43158650398254395,18.46,0.08039028,114.144,1.0,2,1.0
140,O=C1COc2cc(C(=O)NCCCN3CCCC3)ccc2N1,N1(CCCNC(=O)c2cc3c(cc2)NC(=O)CO3)CCCC1,0.5243181,0.5243180990219116,70.67,0.14414,303.36200000000014,1.0,3,1.0
140,c1ccc2c3c([nH]c2c1)CCNC3,Cn1c2c(c3c1cccc3)CNCC2,0.42909944,0.429099440574646,16.96,0.0790085,186.25799999999995,1.0,3,1.0
140,O=C(Nc1ccc(Sc2ccccc2)c2ccccc12)C1COc2ccccc2C1=O,c1(Cl)ccc(Sc2c3c(cccc3)c(NC(=O)C3COc4c(cccc4)C3=O)cc2)cc1,0.0,0.0,55.4,0.12205565,459.95400000000024,0.0,5,1.0
140,c1ccc(C2CC3CCC2O3)cc1,C1(c2ccccc2)C2CCC(O2)C1,0.41645253,0.4164525270462036,9.23,0.07222649,174.24299999999997,1.0,3,1.0
140,O=C(Oc1ccc2c(c1)oc1ccccc12)c1ccccc1,O=C(Oc1ccc2c(oc3c2cccc3)c1)c1ccccc1,0.46746236,0.46746236085891724,39.44,0.10215037,288.302,1.0,4,1.0
140,C1CC1,C1CC1S(NCCCC)(=O)=O,0.0,0.0,46.17,0.11016755,177.26899999999998,1.0,1,0.0
