,oracle_calls,scaffold,smiles,reward,penalized_reward,tpsa_raw_values,tpsa_reward,mw_raw_values,mw_reward,num_rings_raw_values,num_rings_reward
10,14,c1ccc2c(c1)OCc1[nH]ncc1-2,C(CCNCc1c2c(n(C)n1)COc1c-2cccc1)OCCOC,0.49995357,0.49995356798171997,57.540000000000006,0.12496517,331.41600000000017,1.0,3.0,1.0
11,14,c1ccc(-c2nccn2-c2ccccn2)nc1,FC(F)(F)[C@@H](COc1cnc(-n2c(OCCOC)c(Br)nc2-c2nc(C)ccc2)cc1)O,0.0,0.0,91.52000000000001,0.1795418,517.3020000000001,0.0,3.0,1.0
12,14,C1CCC2(C1)CCCO2,[C@@H]1(C)C2(OCCC2)CC[C@H]1O,0.4501465,0.45014649629592896,29.46,0.09121402,156.22500000000002,1.0,2.0,1.0
13,14,c1ccc(-c2ccc(N3CCNCC3Cn3cncn3)nc2)cc1,C1N(c2ncc(-c3cc(OCCOC)ccc3Cl)cc2)C(Cn2ncnc2)CN(C(OC(C)(C)C)=O)C1,0.0,0.0,94.84,0.18576641,529.0410000000002,0.0,4.0,1.0
0,30,c1ccc(-n2ncc3c2-c2sccc2OC3)cc1,Cc1c2c(sc1)-c1n(-c3ccccc3)nc(C(NCCNCCO)=O)c1C(C)(C)O2,0.0,0.0,88.41000000000001,0.1738598,426.5420000000003,0.0,4.0,1.0
1,30,O=C1NCC[C@H]1C(=O)Nc1ccccc1,O=C1NC[C@H](C)[C@H]1C(Nc1ccc(Cl)cc1)=O,0.5011632,0.5011631846427917,58.2,0.12587442,252.701,1.0,2.0,1.0
2,30,c1ccccc1,N#CCCN(CCCl)Cc1ccccc1Cl,0.0,0.0,27.03,0.088715486,257.164,1.0,1.0,0.0
3,30,c1cc(-n2cnnn2)ccc1-c1ccc2c(c1)OCO2,O(C)c1cc(-n2nnnc2)ccc1-c1ccc2c(c1)OC(C)(C)O2,0.5254835,0.5254834890365601,71.29,0.14510329,324.34000000000015,1.0,4.0,1.0
4,30,c1ccccc1,CC(Oc1ccccc1)C[N+](C)(C)C,0.0,0.0,9.23,0.07222649,194.29799999999994,1.0,1.0,0.0
5,30,O=C1OC2(CCCCC2)C2CC[C@H]12,O=C1OC2([C@@]3(C)CC[C@H]13)CCCC(C)(C)[C@H]2CCC,0.44475734,0.444757342338562,26.3,0.08797705,264.40899999999993,1.0,3.0,1.0
6,30,O=C1CC(C(=O)Nc2ccccc2)CN1,CC(C)c1ccc(NC(=O)C2CN(C)C(=O)C2)cc1,0.4851931,0.4851931035518646,49.410000000000004,0.11422044,260.33699999999993,1.0,2.0,1.0
7,30,O=C(NCCCN1CCOCC1)C1c2ccccc2Oc2ccccc21,C1OCCN(CCCNC(=O)C2c3c(cccc3)Oc3ccccc32)C1,0.18791309,0.18791308999061584,50.8,0.11599865,352.43400000000014,0.057202924,4.0,1.0
8,30,O=S(=O)(NCC1CCCC1)C1CC1,C1CC(CNS(C2CC2)(=O)=O)CC1,0.47938514,0.4793851375579834,46.17,0.11016755,203.30699999999993,1.0,2.0,1.0
9,30,C1CNCCN1,N1(CCOCCOCCOC)CCN(CC=C(C)C)C(CCO)C1,0.0,0.0,54.400000000000006,0.12071617,344.4960000000001,0.998233,1.0,0.0
10,30,c1ccc2c(c1)CCCO2,O=C(c1cc(F)cc2c1OCCC2C)NCCCNCCCOCCOC,0.0,0.0,68.82000000000001,0.14129727,382.4760000000002,0.0,2.0,1.0
11,30,O=C(Nc1cccc2ccccc12)C1COc2ccccc2O1,C(C1Oc2ccccc2OC1)(Nc1cccc2c1cccc2)=O,0.4818715,0.48187148571014404,47.56,0.11189063,305.33299999999997,1.0,4.0,1.0
12,30,C1CCC2(CC1)CCCN2,C1CN(CC=C(C)C)C2(CCC(CC)(O)CC2)C1,0.43997005,0.4399700462818146,23.47,0.085166596,251.4139999999999,1.0,2.0,1.0
13,30,O=C(c1ccccc1)N1CCCC(N2CCN(Cc3ccccc3)CC2)C1,C1N(C(c2ccccc2)=O)CC(N2CCN(Cc3ccc(C)cc3)CC2)CC1,1.1504015e-05,1.1504014764796011e-05,26.790000000000006,0.0884721,377.53200000000015,1.7208457e-14,4.0,1.0
14,30,c1ccncc1,COCCCNCc1c(N(C)CC=C(C)C)nccc1,0.0,0.0,37.39,0.09981304,277.412,1.0,1.0,0.0
15,30,c1ccc(Nc2ncnc3ccccc23)cc1,c1(Nc2ccc(OC)cc2)ncnc2c1cc(NCCN(C)C)c(F)c2,0.06358775,0.0635877475142479,62.31,0.13166468,355.4170000000001,0.00195277,3.0,1.0
0,44,C1CCC2(CCC[C@@H]3CCC[C@H]32)OC1,O1C2(CC[C@H](C(N(C)C)=O)C1)CCC[C@H]1[C@H]2CCC1,0.45028353,0.4502835273742676,29.54,0.09129735,265.39699999999993,1.0,3.0,1.0
1,44,c1ccc2c3c([nH]c2c1)C(C1CCCO1)NCC3,O(CC)C(C1CN(C)C(C2CCCO2)c2c1c1c(cccc1)[nH]2)=O,0.49451283,0.4945128262042999,54.56,0.12092963,328.4119999999999,1.0,4.0,1.0
2,44,O=C1NCC(=O)N2C[C@H]1c1c([nH]c3ccccc13)C2c1ccccc1,c12ccccc1c1c([nH]2)C(c2ccc(OC)cc2)N2C(=O)CNC(=O)[C@H]1C2,0.006687422,0.006687421817332506,74.43,0.15006419,361.4010000000002,1.9929626e-06,5.0,1.0
3,44,c1ccc2c(c1)OCc1[nH]nc(CNCCNCC3CC3)c1-2,C(C1CC1)NCCNCc1c2c(n(C)n1)COc1ccccc1-2,0.4882577,0.4882577061653137,51.11,0.11639849,312.417,1.0,4.0,1.0
4,44,O=C(NC1CC1)C1CCCCC1,C1CCCCC1C(NC1CC1)=O,0.44953024,0.4495302438735962,29.1,0.090839915,167.25199999999995,1.0,2.0,1.0
5,44,O=C1CNc2ccccc2N1,CC(C)C[C@H](NC(N1CC(=O)Nc2c1cccc2)=O)C(N[C@@H](C(C)(C)C)C(NCCN(C)C)=O)=O,0.0,0.0,122.88,0.24497636,488.6330000000003,0.0,2.0,1.0
6,44,O=C1CNc2cc(C(=O)NCCCCN3CCOCC3)ccc2N1,C(CCN1CCOCC1)CNC(c1cc2c(cc1)N(C)C(=O)C(CC)N2)=O,4.403587e-05,4.4035870814695954e-05,73.91,0.14923309,374.4850000000001,5.7220895e-13,3.0,1.0
7,44,O=C1CNc2ccccc2N1,Cc1cc2c(cc1)N(CC=C(C)C)C(C)C(=O)N2,0.45509773,0.4550977349281311,32.34,0.094257094,244.338,1.0,2.0,1.0
8,44,O=C(C1CC1)N1N=C(c2ccccc2)CC1c1ccccc1,C1(c2cccc(OC)c2)N(C(C2CC2)=O)N=C(c2ccc(O)cc2)C1,0.5083999,0.5083999037742615,62.129999999999995,0.13140643,336.391,0.9999998,4.0,1.0
9,44,c1ccc2[nH]cnc2c1,c12c([nH]c(NC/C=C/COC)n1)cccc2,0.48614728,0.48614728450775146,49.94,0.11489564,217.27200000000002,1.0,2.0,1.0
10,44,c1ccc2[nH]ccc2c1,C[C@H](NC)C(N(CCc1cc2cccc(F)c2n1C)C)=O,0.46365967,0.4636596739292145,37.269999999999996,0.0996777,291.37000000000006,1.0,2.0,1.0
11,44,O=C1NC(=O)C(C(=O)NC2CCCC2)C(c2ccccc2)N1,N1(CC=C(C)C)C(c2c(OC)cccc2OC)C(C(=O)NC2CCCC2)C(=O)NC1=O,0.0,0.0,96.97,0.18984689,429.5170000000003,0.0,3.0,1.0
12,44,O=C1c2ccccc2C(=O)N1CCc1ccccc1,c1cc2c(cc1)C(=O)N(CCc1ccc(OC)c(OC)c1)C2=O,0.49684557,0.4968455731868744,55.84,0.122649066,311.337,1.0,3.0,1.0
13,44,c1ccc2oc(NCCCn3cncn3)nc2c1,c12ccccc1nc(NCCCn1ncnc1)o2,0.5207547,0.5207546949386597,68.77000000000001,0.14122109,243.26999999999998,1.0,3.0,1.0
0,60,C1=CCCCC1,C(C1=CC[C@@H](C(O)(C)C)CC1)(N)=O,0.0,0.0,63.32,0.13312174,183.25099999999995,1.0,1.0,0.0
1,60,O=C(C1CC1)N1CCc2cc(S(=O)(=O)NCC3CC3)ccc21,C(C1CC1)NS(=O)(=O)c1cc2c(cc1)N(C(C1CC1)=O)CC2,0.5164762,0.5164762139320374,66.48,0.13776883,320.41400000000016,1.0,4.0,1.0
2,60,O=C(Nc1ccc2ncccc2c1)C1CCCCC1,c1(NC(C2CCCCC2)=O)ccc2nccc(NCCN(C)C)c2c1,0.49943802,0.49943801760673523,57.260000000000005,0.12458113,340.4710000000002,0.9999828,3.0,1.0
3,60,O=C(Nc1ccccc1)C1COc2ccccc2O1,Cc1cc(NC(C2COc3c(cccc3)O2)=O)ccc1,0.4818715,0.48187148571014404,47.56,0.11189063,269.3,1.0,3.0,1.0
4,60,C1CCCC2(CC1)CCCC2,[C@H]1(N)[C@@H](C)CCC12CCCCCC2,0.44428205,0.44428205490112305,26.02,0.08769529,181.32299999999995,1.0,2.0,1.0
5,60,c1ccc(CCNCCNCCCOCC2CC2)cc1,c1ccccc1CCNCCNCCCOCC1CC1,0.45673916,0.4567391574382782,33.29,0.09528066,276.42400000000004,1.0,2.0,1.0
6,60,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1,C1N(c2ccc(NC(=O)c3ccc(Cl)cc3)cc2F)CCOC1,0.4712149,0.4712148904800415,41.57000000000001,0.10463019,334.7780000000002,1.0,3.0,1.0
7,60,O=C1COc2cc(NC(=O)c3cccc(C4CC4)c3)ccc2N1,C1CC1c1cc(C(Nc2ccc3c(c2)OCC(=O)N3)=O)ccc1,0.5182489,0.5182489156723022,67.43,0.13919231,308.337,1.0,4.0,1.0
8,60,c1ccc(CN2CCNCC2)cc1,c1cc(CN2CCN(CC=C(C)C)C(CCO)C2)ccc1C,0.445454,0.4454540014266968,26.71,0.0883911,302.462,1.0,2.0,1.0
9,60,c1ccc(-c2cc3c([nH]2)CCNC3c2ccccc2)cc1,c1c(-c2ccc(OC)cc2)n(CC)c2c1C(c1ccc(OC)cc1)NCC2,0.0038400253,0.003840025281533599,35.42,0.09761184,362.4730000000001,5.8009584e-07,4.0,1.0
10,60,O=C1COc2cc(CCNCc3n[nH]c4ccccc34)ccc2N1,O(C)c1cc2c(cc1)n(C)nc2[C@H](C)NCCc1ccc2c(c1)OCC(=O)N2,4.4137846e-06,4.413784608914284e-06,77.41,0.15490064,380.44800000000015,5.551115e-16,4.0,1.0
11,60,c1ccc2c(c1)NCCc1c-2[nH]c2ccccc12,C1c2c([nH]c3cc(C)ccc23)-c2c(cccc2)N(CC=C(C)C)C1C,0.43253437,0.4325343668460846,19.03,0.08092112,330.4750000000001,1.0,4.0,1.0
12,60,O=C1C=C([C@@H]2CCC3(C2)C(=O)C(=O)[C@@H]2CCCC[C@H]23)O1,[C@@H]1(C)C2(CC[C@H]1C1=C(CCC)C(=O)O1)[C@H]1[C@H](C(=O)C2=O)C(C)(C)CCC1,0.01952201,0.019522009417414665,60.440000000000005,0.12900266,358.4780000000002,5.767332e-05,4.0,1.0
13,60,c1c[nH]cn1,C(Cn1c(C)nc([N+](=O)[O-])c1)COCCOC,0.0,0.0,79.42,0.15823421,243.26299999999995,1.0,1.0,0.0
14,60,O=C1NCCn2c1cc1ccccc12,c12n3c(cc1cccc2)C(=O)N(C)CC3C,0.44295987,0.44295987486839294,25.240000000000002,0.08691469,214.26799999999994,1.0,3.0,1.0
15,60,N=C(Nc1ccc2nc(-c3ccccc3)ncc2c1)c1ccccc1,c1c(OC)c(-c2nc3ccc(NC(=NC)c4cccc(OC)c4)cc3c(N)n2)ccc1,0.0,0.0,94.64999999999999,0.18540573,413.48100000000017,0.0,4.0,1.0
0,76,C1CCNCC1,C1CN(CC=C(C)C)CCC1,0.0,0.0,3.24,0.067344636,153.26899999999995,1.0,1.0,0.0
1,76,O=C(Nc1ccccc1)c1ccccc1,OC(c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1)=O,0.5163271,0.5163270831108093,66.4,0.13764952,275.69100000000003,1.0,2.0,1.0
2,76,O=C(NC1CCCC1)c1ccc(-c2ccncc2)cc1,C1C(NC(c2ccc(-c3ccncc3)cc2)=O)CCC1,0.47195712,0.47195711731910706,41.99,0.1051254,266.344,1.0,3.0,1.0
3,76,O=C(Nc1ccccc1)[C@@H]1CCCC2(CC1)CN=CCCS2,N1=C(N)CCSC2(CC[C@H](C(Nc3cc(C(C)(C)C)ccc3)=O)CCC2)C1,0.0,0.0,67.47999999999999,0.13926756,387.59300000000025,0.0,3.0,1.0
4,76,O=C(CCCNc1ccnc2ccccc12)N1CCCCC1,C([C@@H](N)CC(N1CCCCC1)=O)Nc1c2cc(OC)ccc2ncc1,0.542871,0.5428709983825684,80.48,0.16001554,342.44300000000004,0.9998335,3.0,1.0
5,76,O=C(Nc1ccccc1)C1CCNCC1,C1CN(C(=O)C=C)CCC1C(=O)N(C)c1ccc(Cl)cc1,0.4695388,0.4695388078689575,40.620000000000005,0.10351767,306.793,1.0,2.0,1.0
6,76,O=C(Nc1ccccc1)C1CCCCC1,C1CCCCC1C(=O)Nc1ccc(C(C)C)cc1,0.44953024,0.4495302438735962,29.1,0.090839915,245.366,1.0,2.0,1.0
7,76,O=C1NCC[C@H]1CNCc1ccccc1,c1(CNC[C@@H]2[C@@H](C)CNC2=O)cc(OC)ccc1,0.48690423,0.48690423369407654,50.36,0.11543318,248.326,1.0,2.0,1.0
8,76,O=C(NCCNC1CCCCC1)c1ccccc1,C1C(C)(N)CCC(NCCNC(c2c(F)ccc(F)c2)=O)C1,0.5177261,0.5177261233329773,67.15,0.13877147,311.37600000000003,1.0,2.0,1.0
9,76,C1CC2CNCC(C1)C2,C(C12CCCC(C(C)(C)C)(CN(C)C1)C2)(=O)OCC,0.45028353,0.4502835273742676,29.540000000000003,0.09129735,267.41299999999995,1.0,2.0,1.0
10,76,c1ncn(CCCCCCCCCNC2CC2)n1,C(CCCCCCCNC1CC1)Cn1ncnc1,0.47328442,0.47328442335128784,42.74,0.10601484,250.39000000000001,1.0,2.0,1.0
11,76,O=C(NC1CC1)c1ccc(-c2nc3c([nH]2)CNc2ccccc2-3)cc1,Cn1c2c(nc1-c1ccc(C(=O)NC3CC3)cc1)-c1c(cccc1)NC2C,0.019663543,0.01966354250907898,58.95,0.12691452,358.445,5.9906506e-05,5.0,1.0
12,76,O=C(Nc1ccccc1)Nc1nc2ccccc2s1,s1c2ccccc2nc1NC(Nc1ccc(OC)cc1)=O,0.5104729,0.5104728937149048,63.25000000000001,0.13302033,299.355,1.0,3.0,1.0
13,76,O=C(Nc1ccccc1)N1CCCCC1,CC1(C)CCCN(C(Nc2cc(OC)ccc2)=O)C1,0.4712149,0.4712148904800415,41.57,0.10463019,262.35300000000007,1.0,2.0,1.0
14,76,c1ccc2oc(N3CCNCC3)nc2c1,c1ccc2nc(N3CCN(C)CC3)oc2c1,0.45539117,0.45539116859436035,32.510000000000005,0.09443953,217.27199999999996,1.0,3.0,1.0
15,76,O=C(Nc1ccc2ncnc(NCc3ccccc3)c2c1)c1ccccc1,c1nc2c(c(NCc3ccccc3)n1)cc(NC(=O)c1ccc(F)cc1)cc2,9.54749e-05,9.547489753458649e-05,66.91,0.13841163,372.4030000000001,6.287748e-12,4.0,1.0
0,92,c1nc2c[nH]cnc-2n1,n1c2c(N)[nH]cnc-2nc1SCCOC,0.5606386,0.5606386065483093,89.71000000000001,0.17621747,225.27699999999996,1.0,2.0,1.0
1,92,O=C1CCC2(CCN(C(=O)C3CC3)CC2)O1,C1N(C(=O)C2CC2)CCC2(OC(=O)CC2)C1,0.48017132,0.4801713228225708,46.61,0.11071046,223.27199999999996,1.0,3.0,1.0
2,92,O=C1OC(C2c3ccccc3CN2C2CCNCC2)c2ccccc21,C1N(C(OC(C)(C)C)=O)CCC(N2C(C3c4cccc(OC)c4C(=O)O3)c3ccccc3C2)C1,0.0,0.0,68.31,0.14052187,464.5620000000003,0.0,5.0,1.0
3,92,O=C(c1ccccc1)N1CCCCCC1,O=C(N1CCCCCC1)c1c(OC)cc(N)c(Cl)c1,0.49633473,0.4963347315788269,55.56,0.12227115,282.77099999999996,1.0,2.0,1.0
4,92,O=C1CNc2ccccc2N1,O=C1N(C)c2c(cccc2)N(CC=C(C)C)C1C,0.44010484,0.4401048421859741,23.550000000000004,0.08524491,244.33799999999997,1.0,2.0,1.0
5,92,C(=Nc1ccccc1)Nc1ccccc1,c1(N=C(Nc2ccc(OC)cc2)S)ccc(Cl)cc1,0.4573103,0.457310289144516,33.620000000000005,0.09563854,292.79100000000005,1.0,2.0,1.0
6,92,C1CCCC2(CCC1)C1CC[C@H]12,C1CCCC2([C@]3(C)CC[C@@H]23)CC[C@@H]1C,0.40172857,0.4017285704612732,0.0,0.0648333,192.34599999999998,1.0,3.0,1.0
7,92,O=C(Nc1ccc2ncccc2c1)c1ccccc1,O(C)c1ccc(C(=O)Nc2cc3c(NCCN(C)C)ccnc3cc2)cc1,0.0020178985,0.0020178984850645065,66.49000000000001,0.13778375,364.44900000000007,5.963483e-08,3.0,1.0
8,92,c1ccc2oc(-c3ccc(-n4cnnn4)cc3)cc2c1,c1c(OC)c(-n2nnnc2)ccc1-c1cc2ccccc2o1,0.5155259,0.5155258774757385,65.97,0.13700971,292.29800000000006,1.0,4.0,1.0
9,92,O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1,c12ccccc1oc(-c1ccc(NC(c3ccc(OC)cc3)=O)cc1)n2,0.51227045,0.512270450592041,64.36000000000001,0.13463634,344.37000000000006,0.99847126,4.0,1.0
10,92,O=C1c2ccccc2C(=O)N1CCC1=CCCCC1,c12c(cccc1)C(=O)N(CCC1=CCCCC1)C2=O,0.46385196,0.4638519585132599,37.38,0.09980175,255.31699999999992,1.0,3.0,1.0
11,92,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,C(=O)(Nc1ccc(Cl)cc1)Nc1c2c([nH]c1)cccc2,0.49881876,0.4988187551498413,56.92,0.12411616,285.73400000000004,1.0,3.0,1.0
12,92,c1cnc2[nH]ncc2c1,C(CNc1c2c(n(C)nc2)ncc1CO)CO,0.5481045,0.5481045246124268,83.2,0.16466077,236.275,1.0,2.0,1.0
13,92,O=S(=O)(Nc1ccccc1)c1ccccc1,O(c1c(OC)cc(S(N(c2ccc(Cl)cc2)CC)(=O)=O)cc1)C,0.052749064,0.052749063819646835,55.84,0.122649066,355.84300000000013,0.0011966854,2.0,1.0
14,92,c1ccc(CC2CCOC2)cc1,C1(C(N(C)C)c2ccc(OC)cc2)CCOC1,0.43699476,0.4369947612285614,21.700000000000003,0.08345045,235.32699999999994,1.0,2.0,1.0
15,92,O=C(Nc1cccc2ccccc12)C1CCCCCC1,c12c(cccc1)c(NC(C1CCCCCC1)=O)ccc2,0.44953024,0.4495302438735962,29.1,0.090839915,267.3719999999999,1.0,3.0,1.0
0,106,O=C(NCCc1ccccc1)c1[nH]c(C2CC2)c2c1-c1ccccc1OC2,C1Oc2c(cccc2)-c2c(C(NCCc3ccc(OC)c(OC)c3)=O)[nH]c(C3CC3)c21,0.0,0.0,72.58,0.14712468,418.49300000000017,0.0,5.0,1.0
1,106,O=C1COc2cc(CN3CCN(C(=O)Nc4ccccc4)CC3)ccc2N1,C1CN(C(Nc2ccc(OC)cc2)=O)CCN1Cc1ccc2c(c1)OCC(=O)N2,0.0,0.0,83.14000000000001,0.16455714,396.4470000000001,0.0,4.0,1.0
2,106,c1ccc(C2CC3CCC(N2)O3)cc1,C12(C(=O)OCC)CCC(CC(c3ccc(OC)cc3)N1C)O2,0.48266023,0.4826602339744568,48.0,0.11244096,305.374,1.0,3.0,1.0
3,106,c1ccc2[nH]ccc2c1,c1cc2c(n1C)cccc2NCCN(C)C,0.4344848,0.4344848096370697,20.200000000000003,0.08202076,217.31599999999995,1.0,2.0,1.0
4,106,O=C(C1CNC(C2CCCO2)C1)N1CCCCCC1,O=C(N1CCCCCC1)C1CN(C)C(C2CCCO2)c1,0.4558575,0.4558574855327606,32.78,0.09472994,280.41200000000003,1.0,3.0,1.0
5,106,O=C(C1CCCCC1)N1CCOC12CCCCC2,N1(C(C2CCCCC2)=O)C(C)COC12CCCCC2,0.45028353,0.4502835273742676,29.540000000000003,0.09129735,265.397,1.0,3.0,1.0
6,106,c1cc2c(cc1CNCCNCC1CC1)OCC2,c12c(OC)c(CNCCNCC3CC3)ccc1CC(C)(C)O2,0.47289485,0.4728948473930359,42.519999999999996,0.10575325,304.434,1.0,3.0,1.0
7,106,O=C(/C=C/C=C/c1ccccc1)Nc1ccccc1,O=C(/C=C(/C=C/c1ccc(OC)cc1)O)Nc1ccc(OC)cc1,0.5189215,0.5189214944839478,67.79,0.13973494,325.3640000000001,1.0,2.0,1.0
8,106,O=C(Nc1ccccc1)Nc1c[nH]c2ccccc12,c1cccc2c(NC(Nc3cc(OC)ccc3)=O)c[nH]c12,0.51586115,0.5158611536026001,66.15,0.13727723,281.315,1.0,3.0,1.0
9,106,C1CCCCC1,C1CCCCC1CS(NC)(=O)=O,0.0,0.0,46.17,0.11016755,191.296,1.0,1.0,0.0
10,106,C1CCC2(C1)CCCO2,C1C2(OCCC2)CC[C@H]1C[C@H](C)O,0.4501465,0.45014649629592896,29.46,0.09121402,184.279,1.0,2.0,1.0
11,106,O=C1NC(=O)c2ccccc21,O=C(C(N(C)C)CCCN1C(=O)c2ccccc2C1=O)O,0.5380232,0.5380231738090515,77.92,0.155741,290.319,1.0,2.0,1.0
12,106,c1ccc2c3c([nH]c2c1)CCCC3,c12c3c([nH]c1cccc2)CCC(C)(C)[C@@H]3C,0.4271669,0.4271669089794159,15.79,0.07794581,213.32399999999993,1.0,3.0,1.0
13,106,O=C(CSc1nc2ccccc2o1)Nc1ccccc1,C(CSc1nc2c(cccc2)o1)(=O)Nc1ccccc1C,0.49555084,0.49555084109306335,55.13,0.12169274,298.3670000000001,1.0,3.0,1.0
0,119,O=C(NC1CCCCCCC1)c1ccccc1,C1CCCCCC(NC(=O)c2cccc(OC)c2)C1,0.46551466,0.4655146598815918,38.33,0.100878835,261.365,1.0,2.0,1.0
1,119,O=C(Nc1ccc2ccccc2c1)C1CCCCCC1,c1cccc2cc(NC(=O)C3CCCCCC3)ccc12,0.44953024,0.4495302438735962,29.1,0.090839915,267.37199999999996,1.0,3.0,1.0
2,119,C1CCC2(CC1)CCCCC2,O(C)CCC1(O)CCCCC12CCC(O)(CC)CC2,0.48569703,0.48569703102111816,49.69,0.11457672,270.41299999999995,1.0,2.0,1.0
3,119,C1CCC2(CC1)CCCO2,O1CCCC12CCC(CC)(O)CC2,0.4501465,0.45014649629592896,29.46,0.09121402,184.27899999999997,1.0,2.0,1.0
4,119,O=C(NCc1ccccc1)c1ccccc1,O=C(NCc1ccccc1)c1c(O)cccc1,0.48504916,0.48504915833473206,49.33,0.11411882,227.263,1.0,2.0,1.0
5,119,O=C1NCc2c([nH]c3ccccc23)-c2ccccc21,c1ccc2c(c1)-c1c(c3c(cccc3)[nH]1)CN(C)C2=O,0.46161798,0.46161797642707825,36.1,0.09836671,262.312,1.0,4.0,1.0
6,119,O=C1c2ccccc2-c2[nH]c3ccccc3c2C12OCCCO2,c1ccc2c3c([nH]c2c1)-c1c(cccc1)C(=O)C31OCCCO1,0.48863712,0.48863711953163147,51.32000000000001,0.116670035,305.33300000000014,1.0,5.0,1.0
7,119,O=C1c2ccccc2C(=O)N1CCCc1ccoc1,c1occc1CCCN1C(=O)c2c(cccc2)C1=O,0.48719278,0.4871927797794342,50.52,0.115638524,255.27300000000002,1.0,3.0,1.0
8,119,c1ccc2c3c([nH]c2c1)CCCC3,c12c(c3ccccc3[nH]1)CCC(CNCCNCCO)(O)C2,0.5425766,0.5425766110420227,80.31,0.15972877,303.40599999999995,1.0,3.0,1.0
9,119,O=C(C1CCCCC1)N(CC1CC1)c1cn2ccccc2n1,C(C1CC1)N(C(C1CCCCC1)=O)c1cn2ccccc2n1,0.46425414,0.46425414085388184,37.61,0.10006157,297.402,1.0,4.0,1.0
10,119,C1CCCC1,C1[C@@H](N)[C@@H](N)CC1,0.0,0.0,52.04,0.11760521,100.165,1.0,1.0,0.0
11,119,O=C(Nc1cccc(NC(=O)C2CCCCC2)c1)c1ccc(-c2ccncc2)cc1,N(c1cccc(NC(=O)C2CCCCC2)c1)C(c1ccc(-c2ccncc2)cc1)=O,0.0,0.0,71.09,0.14479198,399.494,0.0,4.0,1.0
12,119,O=C(Nc1ccc(N2CCOCC2)cc1)C1CCCCCC1,Fc1c(N2CCOCC2)c(F)cc(NC(=O)C2CCCCCC2)c1,0.47121465,0.4712146520614624,41.57,0.10463019,338.3980000000002,0.9999984,3.0,1.0
0,131,O=C(Nc1ccccc1)C1CCCCCC1,Clc1ccc(NC(=O)C2CCCCCC2)cc1,0.44953024,0.4495302438735962,29.1,0.090839915,251.75699999999992,1.0,2.0,1.0
1,131,O=C(Nc1ccccc1)c1ccccc1,c1ccccc1C(Nc1c(C)cccc1)=O,0.44953024,0.4495302438735962,29.1,0.090839915,211.264,1.0,2.0,1.0
