oracle_calls,scaffold,smiles,reward,penalized_reward,quickvina2_gpu_raw_values,quickvina2_gpu_reward,qed_raw_values,qed_reward,sa_score_raw_values,sa_score_reward
32,O=C(NC1CC[NH2+]CC1)N1CCCC[C@H]1c1ccccc1,C1[C@@H](C)CCN(C(=O)NC2CC[NH+](CCC)CC2)[C@@H]1c1ccccc1,0.5396489,0.5396488904953003,-7.1,0.45158204,0.8655199785750264,0.8655199785750264,4.120344127326944,0.4020871
32,c1ccc(-c2nc(C3CC3)n[nH]2)cc1,c1cc(C)c(NC(N([C@H](CC)C)C)=O)cc1-c1[nH]nc(C2CC2)n1,0.6218347,0.6218346953392029,-7.6,0.47842667,0.8738413008816208,0.8738413008816208,3.0264722385457405,0.57514435
32,O=C(NCC(=O)N1CC2CCCC[C@H]2C1)c1ccccc1,C1CCC[C@@H]2[C@@]1(O)CN(C(=O)CNC(c1ccc(Cl)cc1)=O)C2,0.63710344,0.6371034383773804,-8.2,0.5107917,0.8844569075479787,0.8844569075479787,3.0439358298046093,0.5724127
32,C1CCNCC1,FC(F)(F)CN1CCC([NH2+]CCCC)CC1,0.5072664,0.5072664022445679,-5.9,0.38857135,0.7184277277908744,0.7184277277908744,3.703044629194485,0.46757835
32,c1ccccc1,OCCCN(C(NCCc1c(Br)cccc1)=O)C,0.6201458,0.6201457977294922,-6.1,0.39887664,0.8436963701899838,0.8436963701899838,2.1100329644534543,0.7086905
32,c1ccc(Nc2nc3ccccc3c3ccccc23)cc1,c1cccc2c1c1ccccc1c(Nc1cccc(C)c1C)n2,0.5556373,0.5556373000144958,-7.7,0.4838156,0.4766357112551543,0.4766357112551543,1.8329193366936956,0.74388814
32,c1ccc2ncccc2c1,C(C[C@H](NC(Nc1cc(C)cc2cccnc12)=O)C)(OC)=O,0.5992359,0.5992358922958374,-6.1,0.39887664,0.8506742608411366,0.8506742608411366,2.640003981700062,0.6341494
32,O=C([C@H]1CCCN1C(=O)c1ccccc1)N1CCCCC1,C(N1CCCCC1)([C@H]1CCCN1C(=O)c1ccccc1)=O,0.6276434,0.6276434063911438,-6.6,0.42501628,0.836780065883808,0.836780065883808,2.2107151655003303,0.69521946
32,c1cc(NC2CCC[NH2+]CC2)n2ncnc2n1,Cc1nn2c(nc(CC)cc2NC2CC[NH+](CC(F)(F)F)CCC2)n1,0.5109013,0.5109012722969055,-7.4,0.46766508,0.8686930673004456,0.8686930673004456,4.619583962491779,0.32825375
32,O=C(CN1CCN(C(=O)C2CC2)CC1)Nc1ccc(Oc2ccccc2)cc1,c1c(NC(CN2CCN(C(=O)[C@@H]3C[C@H]3C)CC2)=O)ccc(Oc2ccccc2)c1Cl,0.61018956,0.6101895570755005,-7.7,0.4838156,0.7597015643616227,0.7597015643616227,2.74708644877537,0.6181182
32,O=C(CCc1ccccc1)NCc1ccccc1,N(Cc1ccc(COC)cc1)C(C[C@H](c1ccccc1)C)=O,0.66439766,0.664397656917572,-7.9,0.4946035,0.8470050188092607,0.8470050188092607,2.1747670874467744,0.70006937
32,O=C(c1ccon1)N1CCCCCC1,n1oc(C(C)C)cc1C(N1CCC[C@@H](C(F)(F)F)CC1)=O,0.63134724,0.6313472390174866,-8.2,0.5107917,0.8383449319344506,0.8383449319344506,2.945958837100516,0.5876765
32,O=C([C@@H]1CCOC1)N1CC[C@@H]2CCC[C@H]21,C1C[C@@H]2CCC[C@H]2N1C([C@@H]1CCO[C@H]1C)=O,0.49354386,0.4935438632965088,-5.9,0.38857135,0.6782756078911614,0.6782756078911614,3.77498654155272,0.4561422
46,c1ccccc1,[O-]C(=O)c1cc(OCC(F)(F)F)ccc1,0.60199976,0.6019997596740723,-6.9,0.44091386,0.761198320162603,0.761198320162603,2.531910426496225,0.65003586
46,O=C(NCc1ncn[nH]1)c1ccc2ccccc2c1,Cc1cc(C)cc2c1ccc(C(=O)N(C)Cc1n(C)ncn1)c2,0.6147374,0.6147373914718628,-7.3,0.46229494,0.7473704963259539,0.7473704963259539,2.375931359512295,0.6723784
46,c1ccc2[nH]ccc2c1,C([NH3+])CCc1[nH]c2ccc(Cl)cc2c1C,0.5700959,0.5700958967208862,-6.2,0.4040637,0.8023575751273011,0.8023575751273011,3.049682569353367,0.5715128
46,O=C(NCc1ccccc1)N1CCNCC1,c1ccc([C@@H](NC(N2CCN(CC(=O)NC(C)C)CC2)=O)C)c(Cl)c1,0.6567898,0.6567897796630859,-8.2,0.5107917,0.8396418123440399,0.8396418123440399,2.4587549759923224,0.6606041
46,O=C(c1ccoc1)N1CCCCC1,c1c(C(N2CCC[C@@H](C(=O)NCC(C)C)C2)=O)cc(C(C)C)o1,0.6238936,0.6238936185836792,-7.1,0.45158204,0.9068237720063305,0.9068237720063305,2.911390096640446,0.5930236
46,O=C1CCc2ccccc21,c1(OCC)ccc2c(c1Cl)C(=O)[C@H](C)C2,0.56285745,0.562857449054718,-5.8,0.38345522,0.7717521218110956,0.7717521218110956,2.8493540133630493,0.60256344
46,O=C([C@@H]1CCC[NH2+]C1)N1CCCC1,NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH+](C)C1,0.4378374,0.4378373920917511,-5.9,0.38857135,0.6094840953439835,0.6094840953439835,4.437625915168635,0.35440958
46,O=C(NCCc1ccccc1)NCc1ccccc1,C[C@@H](c1ccc(OC(F)F)cc1)NC(NCCc1ccc(O)cc1)=O,0.6187388,0.6187387704849243,-8.0,0.5,0.7145362088120895,0.7145362088120895,2.441867054348748,0.6630217
46,c1ccc2nc(-c3ccc4c(c3)OCO4)ccc2c1,c1(-c2cc(C(=O)NCC(C)C)c3c(cccc3)n2)cc2c(cc1)OCO2,0.66843694,0.6684369444847107,-8.7,0.53770506,0.7736141670877204,0.7736141670877204,2.0389981048482753,0.7179807
46,O=C(Cc1cccc2ccccc12)Nc1ccccc1,c1c(CC(Nc2ccc(NC(=O)CCC)cc2)=O)c2ccccc2cc1,0.62583387,0.6258338689804077,-7.6,0.47842667,0.6759356250959525,0.6759356250959525,1.7151162586944295,0.7579777
46,O=C(N[C@H]1CCCCC[C@H]1N1CC[NH2+]CC1)c1ccc2cn[nH]c2c1,c1n[nH]c2c1ccc(C(N[C@H]1CCCCC[C@H]1N1CC[NH+](C)CC1)=O)c2,0.5261571,0.5261570811271667,-7.8,0.4892083,0.713815385135592,0.713815385135592,4.023111348225298,0.41712528
46,,CN(C(/C(=C/Cl)/C(Cl)=C/Cl)=O)CC,0.42890677,0.42890676856040955,-4.7,0.32907706,0.5503882858049588,0.5503882858049588,3.9047796101486867,0.43563417
46,c1ccc2oc(C3CCN(Cc4nnnn4C4CC4)CC3)nc2c1,n1nn(C2CC2)c(CN2CCC(c3oc4ccccc4n3)CC2)n1,0.6098446,0.6098446249961853,-7.4,0.46766508,0.7341045902051285,0.7341045902051285,2.458506476796085,0.66063976
46,C1CC2(CC2)CN1,O=C([O-])CCNC(N1CC2(CC2)CC1)=O,0.52873594,0.5287359356880188,-6.8,0.4355995,0.6720303408841656,0.6720303408841656,3.4691011052955094,0.5049406
62,c1ccc2[nH]cnc2c1,c12c(nc(C(C)C)[nH]1)ccc(NC(=O)N(C)CCCO)c2,0.59810615,0.5981061458587646,-6.1,0.39887664,0.7911663970781857,0.7911663970781857,2.33586908462315,0.67799795
62,O=C(Cc1ccc2c(c1)OCO2)Nc1ccccc1,C(C(=O)Nc1cc(C(=O)NCC(C)C)ccc1C)c1ccc2c(c1)OCO2,0.6521451,0.6521450877189636,-7.4,0.46766508,0.820272768760353,0.820272768760353,2.000013613659883,0.723002
62,O=C(NCCc1ccccc1)NCc1ncn[nH]1,Clc1c(CCNC(=O)N(C)Cc2n(C)ncn2)cccc1,0.66098654,0.6609865427017212,-7.3,0.46229494,0.9167267846470358,0.9167267846470358,2.311249878580801,0.681426
62,O=C(NCCCc1ccccc1)N1CCC(c2ccccc2)CC1,N1(C(NCCCc2ccc(O)cc2)=O)CCC(c2c(Cl)cccc2)CC1,0.65631735,0.6563173532485962,-8.4,0.5215733,0.7552922337911143,0.7552922337911143,2.0415697971559688,0.7176475
62,c1ccccc1,[NH3+]CCCC(=O)NC[C@@](O)(C)c1ccc(F)cc1,0.53705144,0.5370514392852783,-6.6,0.42501628,0.6774912683542166,0.6774912683542166,3.2622368642582114,0.5379456
62,c1ccccc1,N(C[C@H](C)Oc1ccc(Cl)cc1)C(N[C@H](C)CC(O))=O,0.5592197,0.5592197179794312,-6.1,0.39887664,0.7226253748265588,0.7226253748265588,2.822101868359921,0.6067302
62,O=C(NCc1cnoc1)c1cc2ccccc2[nH]1,N(C(c1c(Cl)c2c([nH]1)ccc(Cl)c2)=O)[C@@H](C)c1c(C)noc1C,0.5820499,0.5820499062538147,-7.5,0.47304276,0.7253240887150257,0.7253240887150257,3.02925603070638,0.57470924
62,c1ccc2ocnc2c1,C(C)(C)(C)c1nc2c(ccc(N)c2C)o1,0.5522411,0.5522410869598389,-6.1,0.39887664,0.6709475383922774,0.6709475383922774,2.672580426496225,0.62930197
62,O=C(CCCc1nccs1)NCc1ccccc1,c1(Cl)cc(Cl)cc([C@@H](C)NC(CCCc2scc(C)n2)=O)c1,0.6074567,0.6074566841125488,-7.1,0.45158204,0.7940748138976227,0.7940748138976227,2.7006932629106544,0.62509763
62,O=C1CC[C@@H]([NH2+]CCc2ccccc2)CCCN1,c1c(CC[NH2+][C@H]2CCCNC(=O)CC2)cc(O)c(O)c1,0.49437302,0.49437302350997925,-7.3,0.46229494,0.5964843448236333,0.5964843448236333,3.888642348092173,0.43817344
62,c1ccc2oc(C3CCN(Cc4ccsc4)CC3)nc2c1,c1cc(CN2CCC(c3nc4c(cccc4)o3)CC2)cs1,0.60756373,0.6075637340545654,-7.0,0.44624177,0.7229146404555847,0.7229146404555847,2.210757906146455,0.6952137
62,C=C(Oc1ccccc1)C(=O)c1ccccc1,O(c1cc(C)c(Cl)c(C)c1)/C(=C/Cl)C(=O)c1ccccc1,0.51730025,0.5173002481460571,-7.7,0.4838156,0.43387261423276785,0.43387261423276785,2.466753434755777,0.6594562
62,O=c1c(Oc2ccccc2)c[nH]c2ccccc12,c1cccc2c(=O)c(Oc3ccc(Cl)cc3)c(C)[nH]c12,0.6430114,0.6430113911628723,-7.6,0.47842667,0.7633190980487241,0.7633190980487241,1.96073279944002,0.72800535
62,c1ccccc1,C(C(F)(F)F)CC(N[C@@H](c1c(OC)cccc1)C)=O,0.64424515,0.6442451477050781,-7.0,0.44624177,0.895675719002477,0.895675719002477,2.3997782587877676,0.6690097
62,O=C(NCCN1CCOCC1)c1ccc(-n2cccn2)cc1,C1CN(CCNC(c2ccc(-n3nc(C)cc3C)cc2)=O)CCO1,0.6680201,0.6680201292037964,-7.2,0.4569335,0.9046569874960911,0.9046569874960911,2.014363238772628,0.7211602
62,O=C(Cc1cccc2ccccc12)N1CCCCC1,c12ccccc1c(CC(=O)N1CCC(C(=O)N)CC1)ccc2,0.68651074,0.6865107417106628,-7.3,0.46229494,0.9425137844178668,0.9425137844178668,1.8437497308131299,0.74256617
74,c1ccc2[nH]c(C3CC3)cc2c1,C(C)c1c2cc(F)ccc2[nH]c1C1CC1,0.6106358,0.6106358170509338,-6.7,0.43029994,0.7647403731310821,0.7647403731310821,2.2349221297929276,0.6919289
74,O=C(c1cccnc1Oc1ccccc1)N1CCCC1,c1(C(N2CCC[C@H]2C(=O)N)=O)cccnc1Oc1ccc(Cl)cc1,0.64559513,0.645595133304596,-7.0,0.44624177,0.9224966650869064,0.9224966650869064,2.5070073681220464,0.65365064
74,C1CCC1,C(CCNC(N(CC1CCC1)C)=O)C[NH3+],0.5004466,0.500446617603302,-5.1,0.3484146,0.6196539234462504,0.6196539234462504,2.9919278655206156,0.58053416
74,O=C(CNS(=O)(=O)c1ccccc1)N1CCCC1,c1c(Cl)ccc(S(N(CC(=O)N2CC[C@H](COC)C2)C)(=O)=O)c1,0.59937793,0.5993779301643372,-6.8,0.4355995,0.7698295584231415,0.7698295584231415,2.58599449224484,0.64212614
74,O=C(NCCCc1ccccc1)c1cc2ccccc2[nH]1,c1(Cl)ccccc1CCCNC(=O)c1[nH]c2c(cccc2Cl)c1,0.6096726,0.6096726059913635,-8.0,0.5,0.6377063721057254,0.6377063721057254,2.0946222904563516,0.7107212
74,O=C(c1ccccc1)c1ccccc1,c1c(C(=O)c2ccccc2)ccc(C(=O)[O-])c1,0.6435095,0.6435095071792603,-7.9,0.4946035,0.7392046271839218,0.7392046271839218,1.9539925433790177,0.7288582
74,O=C(CCc1ccccc1)NCC(=O)Nc1cccc2cccnc12,C(CNC(C[C@@H](c1ccc(Cl)cc1)C)=O)(Nc1cc(C)cc2cccnc21)=O,0.6079651,0.6079651117324829,-8.8,0.5430665,0.6474914175797997,0.6474914175797997,2.60674333223246,0.63907075
74,c1ccc(Cc2ccccc2)cc1,c1ccc(Cl)cc1[C@H](NC(=O)CCC)c1ccc(Cl)cc1,0.6258199,0.6258199214935303,-6.7,0.43029994,0.8245148054635789,0.8245148054635789,2.24289141103862,0.6908413
74,O=C(c1cnc(-c2ccccc2)o1)N1CCCCC1,C1N(C(=O)c2cnc(-c3ccc(Cl)cc3)o2)CCC(C(=O)N)C1,0.67474544,0.6747454404830933,-7.6,0.47842667,0.9330559978274032,0.9330559978274032,2.2623868735655517,0.68817174
74,O=C(Nc1ccc2c(c1)OCO2)c1cc(-c2ccccc2)[nH]n1,c1(NC(c2cc(-c3c(OCC)cccc3)[nH]n2)=O)ccc2c(c1)OCO2,0.6137184,0.6137183904647827,-7.1,0.45158204,0.7352139528339193,0.7352139528339193,2.203201756670138,0.6962368
74,O=C(NCCCc1ccccc1)c1ccc2c(c1)OCO2,c1(C(NCCCc2ccc(O)cc2)=O)c(Cl)c2c(cc1)OCO2,0.6593326,0.6593325734138489,-8.0,0.5,0.8248468620864927,0.8248468620864927,2.212505507239568,0.69497675
74,O=C(CN1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)Nc1ccccc1,c1c(Cl)ccc(NC(CN2CCN(S(=O)(c3cc4c(cc3)OCCO4)=O)CC2)=O)c1Cl,0.62755233,0.627552330493927,-8.1,0.5053965,0.6996675547455562,0.6996675547455562,2.1833342980079937,0.6989175
89,O=C(CC[C@H]1CCCOC1)NCc1ccc(-n2ccnc2)cc1,C(NC(CC[C@@H]1COCCC1)=O)c1ccc(-n2c(C)ncc2)cc1,0.6466374,0.6466373801231384,-7.8,0.4892083,0.8871711903714959,0.8871711903714959,2.714738072711576,0.6229901
89,O=C1CCN([C@@H]2CCC(NC3CC3)C2)CCN1,C1[C@@](C(OC)=O)(NC2CC2)CC[C@H]1N1CCC(=O)N[C@H](C)C1,0.4972118,0.4972118139266968,-5.9,0.38857135,0.7363489852473021,0.7363489852473021,3.94317968818058,0.4296055
89,c1ccc2nc(-c3ccn[nH]3)cnc2c1,Clc1c(-c2cc(C(C)C)n[nH]2)nc2ccccc2n1,0.62040573,0.6204057335853577,-7.7,0.4838156,0.7719579296995321,0.7719579296995321,2.604697661473235,0.63937247
89,c1ccccc1,O=C([O-])[C@H]([NH3+])c1cc(Cl)c(OC)cc1,0.50901204,0.5090120434761047,-5.7,0.37836474,0.7303186022029259,0.7303186022029259,3.6422684798963196,0.4772667
89,,FC(CNC(=O)CCC(=O)[O-])(F)F,0.5208157,0.5208156704902649,-5.5,0.36826473,0.6421518761197667,0.6421518761197667,2.883088701057778,0.5973849
89,O=C(NCCc1ccccc1)c1ccc2nc(C3CC3)[nH]c2c1,c12ccc(C(NCCc3ccc(O)cc3)=O)cc1[nH]c(C1CC1)n2,0.64449394,0.6444939374923706,-9.0,0.55375826,0.6754386580628822,0.6754386580628822,2.0563190916154355,0.715732
89,c1ccc(CCc2ccccc2)cc1,c1([C@](C)([NH3+])Cc2ccc(Cl)cc2)ccc(Cl)cc1,0.615304,0.6153039932250977,-6.8,0.4355995,0.888246642697546,0.888246642697546,2.852563419988197,0.60207176
89,c1ccc(Oc2ccncn2)cc1,c1(Cl)cc(Oc2ccc(N)c(C)c2)nc(Cl)n1,0.54701346,0.5470134615898132,-7.5,0.47304276,0.5153343340013312,0.5153343340013312,2.382617482004223,0.6714357
89,c1ccccc1,C(C(F)(F)F)(F)(c1cccc(C(=O)N(CC(F)F)C)c1)F,0.6181401,0.6181401014328003,-7.5,0.47304276,0.775933176297762,0.775933176297762,2.5767666973552465,0.6434813
89,c1ccc(C[C@H]2CCCNC2)cc1,c1(C[C@@H]2CN(C(=O)CCC(F)(F)F)CCC2)ccc(O)cc1,0.6540418,0.6540418267250061,-7.6,0.47842667,0.9233954301870134,0.9233954301870134,2.6456854444995592,0.6333059
89,O=C(Nc1ccccc1)c1cccc2ccccc12,c1(C(Nc2cc(C(=O)NCC(C)C)ccc2C)=O)c2ccccc2ccc1,0.61730367,0.6173036694526672,-7.2,0.4569335,0.6873993456464448,0.6873993456464448,1.7913702938218279,0.7489183
89,O=C(NCCc1ccccc1)NCc1ncn[nH]1,N(C(N(Cc1ncnn1C)C)=O)C[C@@H](c1ccc(Cl)cc1)O,0.6061858,0.606185793876648,-6.6,0.42501628,0.8695825164447692,0.8695825164447692,2.84846577236841,0.6026995
89,O=C(CCc1c[nH]c2ccccc12)Nc1ccccc1,c1(Cl)c(NC(=O)CCc2c3ccccc3[nH]c2)cc(Cl)cc1,0.64262235,0.6426223516464233,-8.3,0.5161844,0.6896871900327665,0.6896871900327665,1.8201892912526905,0.7454363
89,c1ccccc1,c1ccc(Cl)cc1[C@@H](NC(=O)CCC[NH3+])C,0.5802677,0.5802677273750305,-6.4,0.4145013,0.807415331706387,0.807415331706387,2.9709518959180414,0.58379763
89,O=C([C@@H]1CCOC1)N1CC[C@@H]2OCCC[C@@H]2C1,[C@H]1(C(N2CC[C@H]3[C@H](CCCO3)C2)=O)COCC1,0.510895,0.5108950138092041,-5.8,0.38345522,0.6863159370394045,0.6863159370394045,3.458056723679274,0.5067064
104,O=C(CC[C@@H]1CCCOC1)NCc1ccccc1,C([C@H](c1ccc(Cl)cc1)NC(CC[C@H]1COCCC1)=O)(F)(F)F,0.6164425,0.6164425015449524,-7.6,0.47842667,0.8618871434731388,0.8618871434731388,3.0715569429702896,0.5680833
104,O=C(c1cc(-c2ccccc2)on1)N1CCCC1,c1(O)ccccc1-c1cc(C(=O)N2CC[C@H](COC)C2)no1,0.62290674,0.6229067444801331,-6.5,0.41974968,0.9362893292059955,0.9362893292059955,2.767769285248974,0.6149908
104,c1ccccc1,c1cc(S(=O)(=O)N(C)CC(N(C)C)=O)ccc1OC,0.59801596,0.5980159640312195,-5.5,0.36826473,0.7857892601499564,0.7857892601499564,1.872403405062979,0.73904717
104,c1ccccc1,Brc1c(NC(N([C@@H](CC)C)C)=O)cc(C(=O)NCC(C)C)cc1,0.60033256,0.6003325581550598,-6.9,0.44091386,0.7759652246315036,0.7759652246315036,2.6519005992525884,0.6323822
104,O=C(Nc1cccc2cccnc12)[C@@H]1CCCNC1,C(CCC)(=O)N1CCC[C@@H](C(=O)Nc2cc(C)cc3cccnc32)C1,0.6418569,0.6418569087982178,-7.0,0.44624177,0.9268641463598805,0.9268641463598805,2.604953657041829,0.63933474
104,c1ccc2[nH]ccc2c1,c1cc2n(C)c(C(=O)[O-])cc2cc1Cl,0.56215906,0.5621590614318848,-6.1,0.39887664,0.7069632744972686,0.7069632744972686,2.667884229416833,0.6300024
104,O=C1CCNc2ccccc21,c1cc2c(cc1)N(C(CCC)=O)C[C@H](C)C2=O,0.58002496,0.5800249576568604,-6.1,0.39887664,0.7843099323748152,0.7843099323748152,2.709646248504596,0.6237547
104,O=C(C1CC1)N1CCCC1,O=C([O-])[C@H]1N(C(=O)[C@H]2C[C@H]2C)CCC1,0.48974562,0.4897456169128418,-6.6,0.42501628,0.5912503799129437,0.5912503799129437,3.703854295098422,0.46744946
104,c1ccc(Oc2ccc(Nc3ccc4ccccc4n3)cc2)cc1,c1ccc(Oc2ccc(Nc3c(C)c(C)c4ccccc4n3)cc2)cc1,0.5811187,0.5811187028884888,-9.3,0.56970006,0.4673549619701593,0.4673549619701593,1.888493254645848,0.73705757
104,c1ccccc1,c1c(Cl)cc(CCNC(N[C@@H](CCO)C)=O)cc1,0.58500516,0.5850051641464233,-6.2,0.4040637,0.7399375556975617,0.7399375556975617,2.395404958449733,0.6696288
104,c1ccc(-c2nc(-c3ccc4ccccc4c3)n[nH]2)cc1,c1c(Cl)ccc(-c2nc(-c3ccc4c(C(OC)=O)cccc4c3)n[nH]2)c1,0.5521853,0.5521852970123291,-7.0,0.44624177,0.5340580141287684,0.5340580141287684,2.126786412540584,0.70647335
104,c1ccc2[nH]ccc2c1,O=C([O-])/C(=C/Cl)C(=O)c1c2c([nH]c1C)cccc2,0.449385,0.44938498735427856,-6.0,0.39371216,0.3945600915945422,0.3945600915945422,2.9683432124911295,0.584203
104,c1cncc(C2CC2)c1,[O-]c1nc(C(F)(F)F)ccc1C1CC1,0.54511267,0.545112669467926,-6.1,0.39887664,0.6982164800768156,0.6982164800768156,2.985032352843904,0.58160776
104,O=C(Cn1cccn1)Nc1ccccc1,c1c(Cl)c(OCC)ccc1NC(=O)[C@@H](C)n1ncc(C(=O)N)c1,0.61547744,0.615477442741394,-6.7,0.43029994,0.844457749914181,0.844457749914181,2.589343942794292,0.6416337
104,O=C(CCc1c[nH]c2ccccc12)Nc1cccc(-c2cc3ccccc3[nH]2)c1,c1(-c2ccc(C)c(NC(=O)CCc3c4ccccc4[nH]c3)c2)[nH]c2ccccc2c1,0.52678907,0.5267890691757202,-10.6,0.6367429,0.3272147224938293,0.3272147224938293,2.1630672145563743,0.7016383
119,c1ccc2ccccc2c1,N(C(Cc1ccc2c(ccc(Cl)c2)c1)=O)CCC,0.6849212,0.6849212050437927,-7.5,0.47304276,0.8958527708508872,0.8958527708508872,1.7132063762181584,0.7582017
119,O=C(Cc1cccc2ccccc12)N1CC2CCCC[C@H]2C1,O=C(Cc1cccc2ccccc12)N1C[C@]2(O)CCCC[C@H]2C1,0.6403253,0.6403253078460693,-7.9,0.4946035,0.925586545499079,0.925586545499079,3.0370351038485897,0.57349265
119,c1ccc(-c2cc(-c3ccc4c(c3)OCO4)[nH]n2)cc1,c1c(C(=O)[O-])cccc1-c1cc(-c2ccc3c(c2)OCO3)[nH]n1,0.6264442,0.6264442205429077,-7.7,0.4838156,0.7974221523851742,0.7974221523851742,2.619376741974982,0.6372048
